OTU	ASVs
OTU5612	ASV10332
OTU5613	ASV10336
OTU5614	ASV10338
OTU5615	ASV10346
OTU5616	ASV10349
OTU5617	ASV10350
OTU5618	ASV10352
OTU5619	ASV10354
OTU5620	ASV10355
OTU5621	ASV10358
OTU5622	ASV10359
OTU5623	ASV10361
OTU5624	ASV10362
OTU5625	ASV10364
OTU5626	ASV10366
OTU5627	ASV10370
OTU5628	ASV10371
OTU5629	ASV10373
OTU5630	ASV10375
OTU5631	ASV10377
OTU5632	ASV10380
OTU5633	ASV10384
OTU5634	ASV10387
OTU5635	ASV10389
OTU5636	ASV10390
OTU5637	ASV10391
OTU5638	ASV10392
OTU5639	ASV10394
OTU5640	ASV10396
OTU5641	ASV10397
OTU5642	ASV10403
OTU5643	ASV10404
OTU5644	ASV10405
OTU5645	ASV10407
OTU5646	ASV1026, ASV7160, ASV9034, ASV10408
OTU5647	ASV10410
OTU5648	ASV10411
OTU5649	ASV10412
OTU5650	ASV10413, ASV11279
OTU5651	ASV10414
OTU5652	ASV10416
OTU5653	ASV10418
OTU5654	ASV10419
OTU5655	ASV10425
OTU5656	ASV10426
OTU5657	ASV598, ASV10427
OTU5658	ASV2022, ASV10429
OTU5659	ASV10430
OTU5660	ASV10431
OTU5661	ASV10432
OTU5662	ASV10433
OTU5663	ASV10434
OTU5664	ASV10435
OTU5665	ASV10436
OTU5666	ASV10437
OTU5667	ASV10438
OTU5668	ASV10440
OTU5669	ASV10441
OTU5670	ASV10442
OTU5671	ASV10443
OTU5672	ASV10446
OTU5673	ASV10450
OTU5674	ASV10454
OTU5675	ASV10455
OTU5676	ASV10456
OTU5677	ASV10457
OTU5678	ASV10459, ASV11125
OTU5679	ASV10460
OTU5680	ASV10461
OTU5681	ASV10462
OTU5682	ASV10463
OTU5683	ASV10465
OTU5684	ASV10466
OTU5685	ASV10468
OTU5686	ASV10469
OTU5687	ASV10470
OTU5688	ASV10474
OTU5689	ASV10475
OTU5690	ASV10476
OTU5691	ASV10477
OTU5692	ASV10478
OTU5693	ASV10479
OTU5694	ASV10480
OTU5695	ASV10481
OTU5696	ASV10482
OTU5697	ASV10483
OTU5698	ASV10484
OTU5699	ASV10485
OTU5700	ASV10486
OTU5701	ASV10488
OTU5702	ASV10489
OTU5703	ASV10492, ASV10554
OTU5704	ASV10494
OTU5705	ASV10498
OTU5706	ASV10499
OTU5707	ASV10500
OTU5708	ASV10501
OTU5709	ASV10502
OTU5710	ASV10503
OTU5711	ASV10506
OTU5712	ASV10507
OTU5713	ASV10508
OTU5714	ASV10509
OTU5715	ASV10510
OTU5716	ASV10512
OTU5717	ASV10513
OTU5718	ASV10514
OTU5719	ASV10515
OTU5720	ASV10517
OTU5721	ASV10518, ASV11139
OTU5722	ASV10521
OTU5723	ASV10523
OTU5724	ASV10527
OTU5725	ASV10528, ASV10613
OTU5726	ASV10529
OTU5727	ASV10530
OTU5728	ASV10532
OTU5729	ASV10533
OTU5730	ASV10536
OTU5731	ASV10539
OTU5732	ASV10540
OTU5733	ASV10543
OTU5734	ASV10545
OTU5735	ASV10547
OTU5736	ASV10548
OTU5737	ASV10549
OTU5738	ASV10552
OTU5739	ASV10555
OTU5740	ASV10556
OTU5741	ASV10559
OTU5742	ASV10560
OTU5743	ASV10561
OTU5744	ASV10564
OTU5745	ASV10566
OTU5746	ASV10571
OTU5747	ASV10572
OTU5748	ASV10573
OTU5749	ASV10574
OTU5750	ASV10575
OTU5751	ASV10576
OTU5752	ASV10577
OTU5753	ASV10578
OTU5754	ASV10580
OTU5755	ASV10581
OTU5756	ASV10582
OTU5757	ASV10583
OTU5758	ASV10585
OTU5759	ASV10586
OTU5760	ASV10588
OTU5761	ASV10592
OTU5762	ASV10595
OTU5763	ASV10596
OTU5764	ASV10597
OTU5765	ASV10598
OTU5766	ASV10599
OTU5767	ASV10600
OTU5768	ASV10606
OTU5769	ASV10607
OTU5770	ASV10609
OTU5771	ASV10611
OTU5772	ASV10612
OTU5773	ASV10616
OTU5774	ASV10617
OTU5775	ASV10618
OTU5776	ASV10619
OTU5777	ASV10620
OTU5778	ASV10625
OTU5779	ASV10626
OTU5780	ASV10627
OTU5781	ASV10628
OTU5782	ASV10629
OTU5783	ASV10631
OTU5784	ASV10632
OTU5785	ASV10634
OTU5786	ASV10635
OTU5787	ASV10637
OTU5788	ASV10641
OTU5789	ASV10643
OTU5790	ASV10644
OTU5791	ASV10646
OTU5792	ASV10650
OTU5793	ASV10651
OTU5794	ASV10652
OTU5795	ASV10655
OTU5796	ASV10657
OTU5797	ASV10658
OTU5798	ASV10660
OTU5799	ASV10662
OTU5800	ASV10663
OTU5801	ASV10664
OTU5802	ASV10665
OTU5803	ASV10666
OTU5804	ASV10667
OTU5805	ASV10668
OTU5806	ASV10669
OTU5807	ASV10670
OTU5808	ASV10671
OTU5809	ASV10672
OTU5810	ASV10673
OTU5811	ASV10678
OTU5812	ASV10680
OTU5813	ASV6143, ASV10682
OTU5814	ASV10683
OTU5815	ASV10697
OTU5816	ASV10700
OTU5817	ASV10701
OTU5818	ASV10702
OTU5819	ASV10703
OTU5820	ASV10706
OTU5821	ASV10708
OTU5822	ASV10709
OTU5823	ASV10714, ASV10934
OTU5824	ASV10715
OTU5825	ASV10716
OTU5826	ASV10719
OTU5827	ASV10721
OTU5828	ASV10722
OTU5829	ASV10724
OTU5830	ASV10725
OTU5831	ASV10726
OTU5832	ASV10727
OTU5833	ASV10730
OTU5834	ASV10731
OTU5835	ASV10733
OTU5836	ASV10735
OTU5837	ASV10736
OTU5838	ASV10737
OTU5839	ASV10738
OTU5840	ASV10739
OTU5841	ASV10740
OTU5842	ASV10743
OTU5843	ASV10744
OTU5844	ASV10748
OTU5845	ASV10749
OTU5846	ASV10751
OTU5847	ASV10752
OTU5848	ASV10753
OTU5849	ASV10755
OTU5850	ASV10756
OTU5851	ASV10757
OTU5852	ASV10758
OTU5853	ASV10759, ASV11426
OTU5854	ASV10760, ASV11383
OTU5855	ASV10761
OTU5856	ASV10762
OTU5857	ASV10763
OTU5858	ASV10765
OTU5859	ASV10771
OTU5860	ASV10772
OTU5861	ASV10776
OTU5862	ASV10778
OTU5863	ASV10779
OTU5864	ASV10781
OTU5865	ASV10784
OTU5866	ASV10786
OTU5867	ASV10787
OTU5868	ASV10788
OTU5869	ASV10789
OTU5870	ASV10790
OTU5871	ASV10792
OTU5872	ASV10795
OTU5873	ASV10796
OTU5874	ASV10797
OTU5875	ASV10798
OTU5876	ASV10800
OTU5877	ASV10801
OTU5878	ASV10803
OTU5879	ASV10807
OTU5880	ASV10808
OTU5881	ASV10811
OTU5882	ASV10813
OTU5883	ASV10814
OTU5884	ASV10815
OTU5885	ASV10816
OTU5886	ASV10817
OTU5887	ASV10819
OTU5888	ASV10820
OTU5889	ASV10822
OTU5890	ASV10823
OTU5891	ASV10825
OTU5892	ASV10826
OTU5893	ASV10827
OTU5894	ASV10835
OTU5895	ASV10836
OTU5896	ASV10837
OTU5897	ASV10840
OTU5898	ASV10841
OTU5899	ASV10842
OTU5900	ASV10843
OTU5901	ASV10844
OTU5902	ASV10845
OTU5903	ASV10846
OTU5904	ASV10847
OTU5905	ASV10850
OTU5906	ASV10851
OTU5907	ASV10852
OTU5908	ASV10853
OTU5909	ASV10854
OTU5910	ASV10855
OTU5911	ASV10856
OTU5912	ASV10857
OTU5913	ASV10858
OTU5914	ASV10859
OTU5915	ASV10860
OTU5916	ASV10861
OTU5917	ASV10862
OTU5918	ASV10866
OTU5919	ASV10872
OTU5920	ASV10875
OTU5921	ASV10881
OTU5922	ASV10884
OTU5923	ASV10885
OTU5924	ASV10886
OTU5925	ASV10888
OTU5926	ASV10889
OTU5927	ASV10890
OTU5928	ASV10891
OTU5929	ASV10894
OTU5930	ASV10896
OTU5931	ASV10897
OTU5932	ASV10898
OTU5933	ASV10899
OTU5934	ASV10907
OTU5935	ASV10908
OTU5936	ASV10909
OTU5937	ASV10914
OTU5938	ASV10916
OTU5939	ASV10919
OTU5940	ASV10920
OTU5941	ASV10924
OTU5942	ASV10925
OTU5943	ASV10928
OTU5944	ASV10929
OTU5945	ASV10930
OTU5946	ASV10931
OTU5947	ASV10932
OTU5948	ASV10935
OTU5949	ASV10936
OTU5950	ASV10938
OTU5951	ASV10939
OTU5952	ASV10943
OTU5953	ASV10944
OTU5954	ASV10945
OTU5955	ASV10949
OTU5956	ASV10950
OTU5957	ASV10951
OTU5958	ASV10952
OTU5959	ASV10958
OTU5960	ASV10961
OTU5961	ASV10962
OTU5962	ASV10963
OTU5963	ASV10967
OTU5964	ASV10968
OTU5965	ASV10969
OTU5966	ASV10973
OTU5967	ASV10975
OTU5968	ASV10976
OTU5969	ASV10977
OTU5970	ASV10980
OTU5971	ASV10981
OTU5972	ASV10982
OTU5973	ASV10983
OTU5974	ASV10984
OTU5975	ASV10986
OTU5976	ASV10987
OTU5977	ASV10988
OTU5978	ASV10989
OTU5979	ASV10990
OTU5980	ASV10991
OTU5981	ASV10995
OTU5982	ASV10996
OTU5983	ASV10997
OTU5984	ASV10999
OTU5985	ASV11000
OTU5986	ASV11002
OTU5987	ASV11003
OTU5988	ASV11004
OTU5989	ASV11006
OTU5990	ASV11007
OTU5991	ASV11008
OTU5992	ASV11009
OTU5993	ASV11010
OTU5994	ASV11011
OTU5995	ASV11012
OTU5996	ASV11013
OTU5997	ASV11014
OTU5998	ASV11015
OTU5999	ASV11016
OTU6000	ASV11017
OTU6001	ASV11020
OTU6002	ASV11024
OTU6003	ASV11025
OTU6004	ASV11029
OTU6005	ASV11030
OTU6006	ASV11036
OTU6007	ASV11044
OTU6008	ASV11045
OTU6009	ASV11047
OTU6010	ASV11048
OTU6011	ASV11049
OTU6012	ASV11051
OTU6013	ASV11052
OTU6014	ASV11054
OTU6015	ASV11055
OTU6016	ASV11057
OTU6017	ASV11058
OTU6018	ASV11059
OTU6019	ASV11060
OTU6020	ASV11063
OTU6021	ASV11064
OTU6022	ASV11067
OTU6023	ASV11068
OTU6024	ASV11069
OTU6025	ASV11070
OTU6026	ASV11073
OTU6027	ASV11074
OTU6028	ASV11075
OTU6029	ASV11076
OTU6030	ASV11077
OTU6031	ASV11078
OTU6032	ASV11079
OTU6033	ASV11082
OTU6034	ASV11083, ASV11298
OTU6035	ASV11084
OTU6036	ASV11085
OTU6037	ASV11086
OTU6038	ASV11087
OTU6039	ASV11088
OTU6040	ASV11089
OTU6041	ASV11092
OTU6042	ASV11095
OTU6043	ASV11100
OTU6044	ASV11102
OTU6045	ASV11103
OTU6046	ASV11104
OTU6047	ASV11108
OTU6048	ASV11111, ASV11397
OTU6049	ASV11113
OTU6050	ASV11115
OTU6051	ASV11117
OTU6052	ASV11118
OTU6053	ASV11119
OTU6054	ASV11121
OTU6055	ASV11122
OTU6056	ASV11123
OTU6057	ASV11124
OTU6058	ASV11126
OTU6059	ASV11127
OTU6060	ASV11128
OTU6061	ASV11129
OTU6062	ASV11130
OTU6063	ASV11131
OTU6064	ASV11132
OTU6065	ASV11133
OTU6066	ASV11135
OTU6067	ASV11137
OTU6068	ASV11138
OTU6069	ASV11140
OTU6070	ASV11141
OTU6071	ASV11144
OTU6072	ASV11145
OTU6073	ASV11146
OTU6074	ASV11147
OTU6075	ASV11149
OTU6076	ASV11150
OTU6077	ASV11151
OTU6078	ASV11152
OTU6079	ASV11153
OTU6080	ASV11155
OTU6081	ASV11156
OTU6082	ASV11157
OTU6083	ASV11158
OTU6084	ASV11160
OTU6085	ASV11161
OTU6086	ASV11163
OTU6087	ASV11164
OTU6088	ASV11166
OTU6089	ASV11167
OTU6090	ASV11168
OTU6091	ASV11169
OTU6092	ASV11172, ASV11454
OTU6093	ASV11174
OTU6094	ASV11175
OTU6095	ASV11177
OTU6096	ASV11178
OTU6097	ASV11181
OTU6098	ASV11182
OTU6099	ASV11183
OTU6100	ASV11184
OTU6101	ASV11186
OTU6102	ASV11189
OTU6103	ASV11190
OTU6104	ASV11196
OTU6105	ASV11197
OTU6106	ASV11198
OTU6107	ASV11202
OTU6108	ASV11203
OTU6109	ASV11204
OTU6110	ASV11206
OTU6111	ASV11207
OTU6112	ASV11208
OTU6113	ASV11210
OTU6114	ASV11212
OTU6115	ASV11213
OTU6116	ASV11214
OTU6117	ASV11218
OTU6118	ASV11221, ASV11233
OTU6119	ASV11224
OTU6120	ASV11227
OTU6121	ASV11228
OTU6122	ASV11232
OTU6123	ASV11234
OTU6124	ASV11235
OTU6125	ASV11237
OTU6126	ASV11239
OTU6127	ASV11240
OTU6128	ASV11241
OTU6129	ASV11242
OTU6130	ASV11243
OTU6131	ASV11245
OTU6132	ASV11246
OTU6133	ASV11247
OTU6134	ASV11252
OTU6135	ASV11254
OTU6136	ASV11255
OTU6137	ASV11258
OTU6138	ASV11259
OTU6139	ASV11260
OTU6140	ASV11262, ASV11698, ASV11786
OTU6141	ASV11266
OTU6142	ASV11267
OTU6143	ASV11268
OTU6144	ASV11272
OTU6145	ASV11273
OTU6146	ASV11276
OTU6147	ASV11278
OTU6148	ASV11280
OTU6149	ASV11281
OTU6150	ASV11282
OTU6151	ASV11283
OTU6152	ASV11285
OTU6153	ASV11286
OTU6154	ASV11288
OTU6155	ASV11290
OTU6156	ASV11291
OTU6157	ASV11292
OTU6158	ASV11293
OTU6159	ASV11294
OTU6160	ASV11296
OTU6161	ASV11297
OTU6162	ASV11300
OTU6163	ASV11301
OTU6164	ASV11307
OTU6165	ASV11309
OTU6166	ASV11310
OTU6167	ASV11311
OTU6168	ASV11312, ASV11917
OTU6169	ASV11314
OTU6170	ASV11317
OTU6171	ASV11320
OTU6172	ASV11322
OTU6173	ASV11325
OTU6174	ASV11326
OTU6175	ASV11327
OTU6176	ASV11328
OTU6177	ASV11329
OTU6178	ASV11330
OTU6179	ASV11331
OTU6180	ASV11332
OTU6181	ASV11334
OTU6182	ASV11336
OTU6183	ASV11337
OTU6184	ASV11340
OTU6185	ASV11341
OTU6186	ASV11342
OTU6187	ASV11345
OTU6188	ASV11347
OTU6189	ASV11349
OTU6190	ASV11351
OTU6191	ASV11352
OTU6192	ASV11353
OTU6193	ASV11355
OTU6194	ASV11356
OTU6195	ASV11357
OTU6196	ASV11358
OTU6197	ASV11359
OTU6198	ASV11361
OTU6199	ASV11366
OTU6200	ASV11369
OTU6201	ASV11372
OTU6202	ASV11373
OTU6203	ASV11374
OTU6204	ASV11375
OTU6205	ASV11376
OTU6206	ASV11377
OTU6207	ASV11379
OTU6208	ASV11382
OTU6209	ASV11386
OTU6210	ASV11387
OTU6211	ASV11392
OTU6212	ASV11396
OTU6213	ASV11398
OTU6214	ASV11399
OTU6215	ASV11400
OTU6216	ASV11402
OTU6217	ASV11403
OTU6218	ASV11404
OTU6219	ASV11407
OTU6220	ASV11408
OTU6221	ASV11409
OTU6222	ASV11410
OTU6223	ASV11411
OTU6224	ASV11412
OTU6225	ASV11413
OTU6226	ASV11414
OTU6227	ASV11415
OTU6228	ASV11416
OTU6229	ASV11417
OTU6230	ASV11418
OTU6231	ASV11420
OTU6232	ASV11423
OTU6233	ASV11424
OTU6234	ASV11425
OTU6235	ASV11428
OTU6236	ASV11429
OTU6237	ASV11430
OTU6238	ASV11431
OTU6239	ASV11432
OTU6240	ASV11433
OTU6241	ASV11434
OTU6242	ASV11435
OTU6243	ASV11436
OTU6244	ASV11437
OTU6245	ASV11438
OTU6246	ASV11439
OTU6247	ASV11440
OTU6248	ASV11442
OTU6249	ASV11445
OTU6250	ASV11446
OTU6251	ASV11447
OTU6252	ASV11450
OTU6253	ASV11451
OTU6254	ASV11456
OTU6255	ASV11457
OTU6256	ASV11458
OTU6257	ASV11459
OTU6258	ASV11462
OTU6259	ASV11468
OTU6260	ASV11469
OTU6261	ASV11471
OTU6262	ASV11473
OTU6263	ASV11475
OTU6264	ASV11476
OTU6265	ASV11480
OTU6266	ASV11481
OTU6267	ASV11482
OTU6268	ASV11484
OTU6269	ASV11486
OTU6270	ASV11487
OTU6271	ASV11488
OTU6272	ASV11489
OTU6273	ASV11490
OTU6274	ASV11494
OTU6275	ASV11497
OTU6276	ASV11499
OTU6277	ASV11501
OTU6278	ASV11503
OTU6279	ASV11504
OTU6280	ASV11505
OTU6281	ASV11506
OTU6282	ASV11507
OTU6283	ASV11508
OTU6284	ASV11509
OTU6285	ASV11510
OTU6286	ASV11511
OTU6287	ASV11513
OTU6288	ASV11518
OTU6289	ASV11519
OTU6290	ASV11520
OTU6291	ASV11522
OTU6292	ASV11524
OTU6293	ASV11528
OTU6294	ASV11529
OTU6295	ASV11530
OTU6296	ASV11532
OTU6297	ASV11533
OTU6298	ASV11534
OTU6299	ASV11535
OTU6300	ASV11536
OTU6301	ASV11537
OTU6302	ASV11539
OTU6303	ASV11540, ASV11699
OTU6304	ASV11541
OTU6305	ASV11543
OTU6306	ASV11544
OTU6307	ASV11546
OTU6308	ASV11547
OTU6309	ASV11548
OTU6310	ASV11549
OTU6311	ASV11551
OTU6312	ASV11553
OTU6313	ASV11554
OTU6314	ASV11556, ASV11925
OTU6315	ASV11557
OTU6316	ASV11558
OTU6317	ASV11559
OTU6318	ASV11562
OTU6319	ASV11564
OTU6320	ASV11568
OTU6321	ASV11569
OTU6322	ASV11570
OTU6323	ASV11571
OTU6324	ASV11572
OTU6325	ASV11573
OTU6326	ASV11574
OTU6327	ASV11576
OTU6328	ASV11579
OTU6329	ASV11580
OTU6330	ASV11582
OTU6331	ASV11583
OTU6332	ASV11584
OTU6333	ASV11586
OTU6334	ASV11587
OTU6335	ASV11588
OTU6336	ASV11589
OTU6337	ASV11590
OTU6338	ASV11592
OTU6339	ASV11593
OTU6340	ASV11594
OTU6341	ASV11597
OTU6342	ASV11600
OTU6343	ASV11601
OTU6344	ASV11604
OTU6345	ASV11605
OTU6346	ASV11606
OTU6347	ASV11607
OTU6348	ASV11608
OTU6349	ASV11610
OTU6350	ASV11613
OTU6351	ASV11614
OTU6352	ASV11615
OTU6353	ASV11616
OTU6354	ASV11619
OTU6355	ASV11624
OTU6356	ASV11626
OTU6357	ASV11628
OTU6358	ASV11629
OTU6359	ASV11630
OTU6360	ASV11631
OTU6361	ASV11632
OTU6362	ASV11633
OTU6363	ASV11636
OTU6364	ASV11637
OTU6365	ASV11638
OTU6366	ASV11641
OTU6367	ASV11642
OTU6368	ASV11643
OTU6369	ASV11646
OTU6370	ASV11647
OTU6371	ASV11648
OTU6372	ASV11650
OTU6373	ASV11651
OTU6374	ASV11652
OTU6375	ASV11656
OTU6376	ASV11660
OTU6377	ASV11665
OTU6378	ASV11666
OTU6379	ASV11667
OTU6380	ASV11668
OTU6381	ASV11672
OTU6382	ASV11673
OTU6383	ASV11675
OTU6384	ASV11676
OTU6385	ASV11677
OTU6386	ASV11678
OTU6387	ASV11679
OTU6388	ASV11680
OTU6389	ASV11682
OTU6390	ASV11684
OTU6391	ASV11685
OTU6392	ASV11691
OTU6393	ASV11692
OTU6394	ASV11693
OTU6395	ASV11694
OTU6396	ASV11695
OTU6397	ASV11696
OTU6398	ASV11697
OTU6399	ASV11700
OTU6400	ASV11703
OTU6401	ASV11708
OTU6402	ASV11710
OTU6403	ASV11711
OTU6404	ASV11712
OTU6405	ASV11714
OTU6406	ASV11715
OTU6407	ASV11716
OTU6408	ASV11717
OTU6409	ASV11719
OTU6410	ASV11720
OTU6411	ASV11723
OTU6412	ASV11724
OTU6413	ASV11727
OTU6414	ASV11729
OTU6415	ASV11731
OTU6416	ASV11732
OTU6417	ASV11733
OTU6418	ASV11734
OTU6419	ASV11736
OTU6420	ASV11737
OTU6421	ASV11738
OTU6422	ASV11739
OTU6423	ASV11740
OTU6424	ASV11745
OTU6425	ASV11746
OTU6426	ASV11751
OTU6427	ASV11752
OTU6428	ASV11753
OTU6429	ASV11754
OTU6430	ASV11756
OTU6431	ASV11759
OTU6432	ASV11760
OTU6433	ASV11761
OTU6434	ASV11763
OTU6435	ASV11765
OTU6436	ASV11766
OTU6437	ASV11767
OTU6438	ASV11768
OTU6439	ASV11769
OTU6440	ASV11770
OTU6441	ASV11771
OTU6442	ASV11772
OTU6443	ASV11773
OTU6444	ASV11775
OTU6445	ASV11777
OTU6446	ASV11778
OTU6447	ASV11781
OTU6448	ASV11783
OTU6449	ASV11785
OTU6450	ASV11787
OTU6451	ASV11789
OTU6452	ASV11791
OTU6453	ASV11794
OTU6454	ASV11796
OTU6455	ASV11797
OTU6456	ASV11798
OTU6457	ASV11801
OTU6458	ASV11802
OTU6459	ASV11803
OTU6460	ASV11804
OTU6461	ASV11806
OTU6462	ASV11809
OTU6463	ASV11811
OTU6464	ASV11812, ASV11969
OTU6465	ASV11813
OTU6466	ASV11814
OTU6467	ASV11816
OTU6468	ASV11817
OTU6469	ASV11819
OTU6470	ASV11820
OTU6471	ASV11823
OTU6472	ASV11825
OTU6473	ASV11833
OTU6474	ASV11834
OTU6475	ASV11835
OTU6476	ASV11836
OTU6477	ASV11837
OTU6478	ASV11838
OTU6479	ASV11842
OTU6480	ASV11843
OTU6481	ASV11844
OTU6482	ASV11845
OTU6483	ASV11846
OTU6484	ASV11850
OTU6485	ASV11851
OTU6486	ASV11852
OTU6487	ASV11854
OTU6488	ASV11855
OTU6489	ASV11856
OTU6490	ASV11857
OTU6491	ASV11859
OTU6492	ASV11861
OTU6493	ASV11862
OTU6494	ASV11863
OTU6495	ASV11866
OTU6496	ASV11867
OTU6497	ASV11872
OTU6498	ASV11874
OTU6499	ASV11876
OTU6500	ASV11878
OTU6501	ASV11879
OTU6502	ASV11884
OTU6503	ASV11886
OTU6504	ASV11887
OTU6505	ASV11888
OTU6506	ASV11889
OTU6507	ASV11891
OTU6508	ASV11893
OTU6509	ASV11894
OTU6510	ASV11895
OTU6511	ASV11898
OTU6512	ASV11899
OTU6513	ASV11904
OTU6514	ASV11905
OTU6515	ASV11906
OTU6516	ASV11907
OTU6517	ASV11909
OTU6518	ASV11910
OTU6519	ASV11911
OTU6520	ASV11916
OTU6521	ASV11920
OTU6522	ASV11923
OTU6523	ASV11926
OTU6524	ASV11927
OTU6525	ASV11928
OTU6526	ASV11929
OTU6527	ASV11930
OTU6528	ASV11931
OTU6529	ASV11935
OTU6530	ASV11939
OTU6531	ASV11940
OTU6532	ASV11941
OTU6533	ASV11942
OTU6534	ASV11943
OTU6535	ASV11947
OTU6536	ASV11949
OTU6537	ASV11951
OTU6538	ASV11952
OTU6539	ASV11953
OTU6540	ASV11954
OTU6541	ASV11955
OTU6542	ASV11956
OTU6543	ASV11957
OTU6544	ASV11958
OTU6545	ASV11959
OTU6546	ASV11961
OTU6547	ASV11964
OTU6548	ASV11966
OTU6549	ASV11967
OTU6550	ASV11968
OTU6551	ASV11970
OTU6552	ASV11973
OTU6553	ASV11974
OTU6554	ASV11975
OTU6555	ASV11976
OTU6556	ASV11977
OTU6557	ASV11979
OTU6558	ASV11980
OTU6559	ASV11981
OTU6560	ASV11982
OTU6561	ASV11983
OTU6562	ASV11985
OTU6563	ASV11986
OTU6564	ASV11989
OTU6565	ASV11990
OTU6566	ASV11991
OTU6567	ASV11992
OTU6568	ASV11993
OTU6569	ASV11994
OTU6570	ASV11998
OTU6571	ASV11999
OTU6572	ASV12000
OTU6573	ASV12003
OTU6574	ASV12004
OTU6575	ASV12005
OTU6576	ASV12006
OTU6577	ASV12008
OTU6578	ASV12010
OTU6579	ASV12011
OTU6580	ASV12012
OTU6581	ASV12014
OTU6582	ASV12017
OTU6583	ASV12018
OTU6584	ASV12022
OTU6585	ASV12023
OTU6586	ASV12025
